N,n,MI
35,8,0.071673324
12,7,0.317829271
7,17,4.658087758
45,11,0.545869363
7,8,1.358226313
21,2,0.029133372
27,7,0.440432818
7,5,0.646958128
31,9,0.56227912
34,2,0.118066685
13,1,0.110490161
9,1,0.056220851
25,19,0.641356384
46,10,0.230550637
28,4,0.304015648
27,9,0.173421524
20,18,0.698330971
33,13,0.53253426
7,12,0.682314907
6,14,6.523482008
5,16,5.529514769
41,8,0.090227035
28,5,0.552362609
29,4,0.108660645
9,2,0.433725096
20,2,0.021374709
31,7,0.144441901
3,15,7.605613619
20,16,1.819717726
26,2,0.249914943
48,17,0.491643752
5,13,0.806076759
35,11,0.085352691
35,6,0.150210479
49,12,0.383106894
8,3,0.27514486
49,7,0.30802663
15,11,1.513393501
44,4,0.152465408
20,2,0.119007254
50,6,0.349723096
35,1,0.182065441
19,5,0.079838655
13,6,1.140774867
23,6,0.877547963
10,19,1.234344274
26,2,0.444005606
14,1,0.038057315
45,15,0.136980519
4,10,4.003122558
8,15,2.432493842
8,18,2.604189023
5,1,0.121992402
2,9,10.45089236
3,3,2.413274069
32,13,1.149429465
42,12,0.38137461
28,15,0.876028837
13,3,0.296116976
8,2,0.355296174
9,4,0.441295278
34,4,0.424779144
32,11,0.651493523
38,1,0.162352871
12,16,0.694111749
4,12,8.709436255
28,12,0.511313639
35,17,1.058738284
8,14,1.307404352
32,9,0.278985485
23,10,0.924084345
11,16,2.465368495
9,19,6.716629371
3,11,10.42508793
40,17,1.210886549
36,15,0.820355722
17,17,1.533357718
25,4,0.255487089
2,4,2.343635678
46,18,0.220276332
11,17,2.694007627
43,15,0.467485785
47,9,0.283801937
7,10,1.905556575
5,1,0.187280844
27,1,0.007807866
18,2,0.510409701
47,4,0.03797597
33,19,1.832407775
44,17,1.16564414
49,20,0.106928912
17,9,0.244557944
41,1,0.014529364
40,13,0.148838363
43,5,0.138445119
10,14,3.499319057
22,16,1.039954245
47,15,0.485475198
30,3,0.042100339
9,2,0.268562609
30,8,0.842538905
33,18,0.93436518
41,2,0.111485744
43,1,0.028781922
15,9,0.483784338
27,17,0.83715129
10,9,1.023467045
42,15,0.146947346
6,8,0.593703693
2,2,1.155523056
4,2,0.970783156
42,3,0.027683025
50,6,0.164110966
42,8,0.085914042
36,4,0.289290415
30,7,0.174750615
20,8,1.256155401
46,1,0.0189348
43,11,0.154801721
21,2,0.301140235
18,4,0.348261163
50,18,0.205411182
46,4,0.064857357
6,1,0.384330515
25,12,0.413510857
26,8,0.449077964
44,9,0.359485579
40,20,0.326576661
9,13,2.597961724
38,3,0.154352093
41,1,0.017517196
25,8,0.968562006
21,7,0.146164059
45,3,0.084596695
12,2,0.164669729
30,16,0.391530039
9,12,0.750482921
35,7,0.356131006
14,16,2.077699075
10,9,1.910963001
45,15,0.289562692
41,1,0.01487222
12,13,1.150334374
41,13,0.692940133
9,9,2.401143171
12,18,4.19363575
2,9,5.565103618
43,12,0.131811283
49,17,0.713143585
41,6,0.307928458
40,17,0.916050056
46,2,0.024209968
8,13,2.474095805
44,18,0.826993069
33,13,0.937507847
44,10,0.200355294
2,11,15.97554391
36,19,0.28715549
43,6,0.052206062
41,13,0.738227801
49,1,0.063501304
20,6,0.343862306
27,7,0.085042888
22,15,0.22888902
31,3,0.180374343
40,5,0.055243249
22,17,0.373228642
32,16,0.491148491
20,6,0.677662324
40,1,0.01761973
14,2,0.264438875
21,18,4.935675713
45,17,1.229601907
33,14,1.433153863
49,12,0.589616713
20,6,0.157943835
5,16,6.030388615
40,10,0.118618626
24,1,0.0106167
43,18,0.124894468
31,7,0.433535431
15,20,3.684531101
44,5,0.43126099
19,11,0.952972848
19,16,1.545213682
12,18,2.623580665
7,10,2.819825556
18,19,2.479724868
23,20,0.744210258
41,14,0.788217881
37,18,0.357401763
38,18,1.276182269
40,8,0.399687602
12,7,1.225498649
9,6,0.906713201
30,1,0.123210654
10,19,1.237952889
31,8,0.092053433
2,8,5.845548524
45,5,0.075003674
17,4,0.078380756
37,13,0.280812236
49,15,0.834831986
4,2,0.086924147
11,1,0.28698544
27,2,0.07352411
19,2,0.310942026
10,5,0.382423473
16,19,1.077944615
7,13,2.065117364
48,10,0.050890493
43,3,0.089552821
45,12,0.246378428
37,17,0.631309446
27,10,0.179987474
35,2,0.132171677
19,17,0.821391463
34,10,0.264980111
29,4,0.314897065
11,13,1.405634565
29,14,0.535749899
10,13,1.865349699
19,7,0.203224802
45,16,0.288995812
43,14,0.747914504
43,8,0.189820647
41,17,1.275592762
25,8,0.73805509
47,20,1.231779881
3,12,7.39714026
35,1,0.001816547
40,3,0.10351334
4,20,7.414799536
6,3,0.679273368
12,10,1.489994194
42,8,0.317615454
41,19,0.125221005
39,8,0.402238778
49,2,0.095480418
30,13,0.808506467
45,15,0.202787476
2,3,2.308347777
24,8,0.825207048
47,17,0.760964169
8,18,3.30570091
9,9,0.607320812
24,1,0.16639278
39,20,1.328052787
14,1,0.010207953
36,7,0.117708984
26,10,1.142165885
35,3,0.176645303
41,20,0.117025133
21,8,0.287340082
34,4,0.299637536
28,10,0.042352823
37,16,1.212747401
39,2,0.048612634
46,2,0.024185932
34,8,0.202061167
16,16,0.191883802
4,2,0.16637088
7,14,3.983424154
33,13,0.878065522
42,15,0.98950108
36,6,0.070109725
20,13,1.550686996
19,7,0.265831465
2,20,24.67970272
6,2,0.70232803
34,8,0.129901611
43,9,0.043488523
20,4,0.04240863
47,12,0.044766749
29,10,0.162312843
16,8,0.39731797
29,5,0.27938589
41,4,0.016123003
48,14,0.14207547
9,15,2.133072349
27,5,0.396171092
18,4,0.125580136
6,10,1.598688617
16,16,1.469286105
35,12,0.574867994
12,11,1.632233917
16,4,0.35771142
42,3,0.0704315
30,17,0.855998589
32,18,0.389836778
23,9,0.316637657
44,2,0.029683582
16,15,1.323520212
9,16,10.03718649
32,20,0.485264913
28,13,0.247901703
5,2,0.388170009
43,3,0.102965407
50,2,0.078897084
14,3,0.292900532
8,15,3.626397362
25,1,0.034399524
12,14,2.988265739
25,13,0.987839097
33,11,0.179867222
11,16,0.680041588
50,6,0.02835259
2,7,5.253883027
24,1,0.070881536
20,1,0.034644929
28,1,0.170086399
46,14,0.652650425
18,6,0.184040841
16,5,0.349127695
48,10,0.121513712
10,1,0.063180696
34,6,0.038459894
45,6,0.163268921
26,2,0.015827506
11,19,1.629925889
2,1,1.027589418
13,9,1.759999096
35,15,0.513919953
34,14,0.003592479
18,7,1.065629333
32,4,0.184158497
28,18,1.3746551
23,16,0.734036073
27,19,0.549353957
39,10,0.190452271
26,6,0.535767212
41,16,0.139585558
43,2,0.0759901
11,4,0.777424501
27,2,0.059822198
28,19,1.581266843
29,10,1.027478226
31,12,0.533844124
50,17,0.133030566
44,14,0.272388458
45,5,0.234001897
12,17,2.163197119
19,5,0.642923971
49,15,0.184510257
48,9,0.556462032
39,19,1.547534555
31,17,0.237617431
15,4,0.168173739
43,19,0.241019097
44,14,0.44899062
32,5,0.78420203
3,7,3.355497632
15,13,1.113349426
18,2,0.096805801
9,16,3.743628483
30,6,0.472231645
14,8,0.757347362
28,13,1.365376789
18,7,0.410186274
26,15,1.136271169
42,1,0.100630689
2,18,13.59021499
37,2,0.089644477
38,18,2.343507706
27,14,0.437739322
4,5,2.257199305
11,10,0.528459162
2,18,34.23840176
4,4,4.803384548
22,19,0.352145451
39,4,0.019106508
37,9,0.616175494
43,9,0.263236441
31,15,0.587741304
2,7,10.35819849
33,2,0.004225813
42,19,0.556464399
40,15,0.56097703
24,15,0.82654914
35,7,0.265242715
14,4,0.045791951
9,19,1.146341414
19,2,0.098806254
42,13,0.657470355
12,19,5.506164315
10,14,4.267675409
39,5,0.127185475
26,2,0.209611727
7,13,1.974425781
36,6,0.110785501
42,9,0.133100687
28,11,0.100392923
28,1,0.003626066
23,15,0.570388202
2,14,6.599238497
5,15,2.595163589
38,5,0.267965841
22,19,2.114132064
7,5,1.865105391
26,19,1.190237288
42,5,0.423420574
27,17,0.314008544
37,8,0.275028799
10,9,0.325498255
48,15,0.262866328
12,7,0.358663739
22,10,1.088710345
31,20,0.668335643
9,19,2.347541752
31,14,0.671549537
36,16,0.606138445
40,18,0.736719362
11,3,1.327608071
28,18,2.14011771
41,13,0.203955019
13,12,1.544984293
34,18,1.524277693
13,14,1.997364909
14,11,1.991104794
24,7,0.219227242
7,16,2.434443557
36,2,0.134446678
36,13,0.848657144
49,11,0.268293795
42,13,0.306601308
4,7,3.075759511
48,20,0.478397458
31,10,1.052806152
16,12,0.270699482
25,13,0.484778732
36,16,0.514838087
38,15,0.848389564
37,13,0.445789516
22,5,0.636132346
27,9,0.407999134
11,2,0.154572232
38,3,0.103681065
48,19,1.588319537
44,9,0.389498809
11,6,0.135083164
4,6,1.996434743
42,8,0.329246658
29,9,0.702550029
38,2,0.01219352
8,12,1.42874376
16,13,2.57798149
15,13,3.515144792
45,6,0.109387737
26,13,1.168845428
23,9,0.520083693
25,9,0.597630387
31,10,0.223199908
40,17,0.679938222
39,20,2.975297425
29,4,0.02327146
15,1,0.053506956
17,4,0.335307964
10,12,0.768229158
48,20,0.702238043
45,18,0.241499065
22,9,1.035448053
25,14,0.357204097
2,20,88.63359243
4,5,2.462703253
19,10,0.434126271
36,5,0.142897696
21,14,0.299920892
29,19,1.941839114
33,17,0.249074612
48,7,0.204802602
15,19,2.977328746
23,10,1.062091627
43,1,0.100231699
30,3,0.471049342
26,5,0.401581411
26,9,0.630940832
14,2,0.297459783
6,16,2.457580793
11,17,3.136859522
14,2,0.104493252
35,14,0.163494948
49,10,0.199110068
19,9,0.345489743
10,6,0.293152939
39,13,0.330108816
7,7,1.506581063
19,16,2.527965531
29,2,0.072236348
9,11,1.736857167
36,14,0.612758767
39,7,0.26785268
13,7,1.359713353
30,10,1.016991617
37,10,0.364003607
4,4,3.315325398
22,19,2.66388771
15,11,1.090887427
2,13,17.77117929
13,18,1.447254487
19,3,0.411523394
4,16,5.961585749
2,16,4.0785623
16,18,0.823685661
26,6,0.38458472
19,11,0.29555413
16,4,0.284300264
24,3,0.092348129
12,8,0.319484808
36,13,0.850635174
35,19,0.196898037
27,15,0.792256579
45,4,0.248950362
10,1,0.060464577
27,18,0.649456774
5,12,0.904695773
37,16,0.512754926
9,16,2.736416487
40,16,0.59878316
8,2,0.448233805
49,14,0.297938637
12,8,2.196290246
21,4,0.349354611
33,6,0.164554544
43,9,0.227433812
33,12,0.295102185
44,10,0.056648211
34,16,0.86210216
47,5,0.064683186
42,1,0.05351527
17,4,0.318417194
44,13,0.194043864
30,9,0.111216211
7,14,1.083005119
41,16,0.274221204
48,8,0.209794303
45,10,0.519254111
44,7,0.102111587
47,1,0.033523109
5,15,4.42592283
31,16,1.504726583
7,9,4.071458748
43,5,0.080618948
49,13,1.028938097
37,7,0.204428122
16,8,0.235864552
22,1,0.015844393
49,14,0.41767445
36,7,0.144498888
38,17,0.800970715
34,20,0.496169253
30,6,0.227337204
47,15,0.267343424
44,6,0.172716063
20,12,0.334879821
13,14,1.162801099
24,15,0.554090116
16,8,0.863272474
3,19,4.436277981
48,20,0.997031259
27,16,1.355834813
24,1,0.072365967
36,10,0.062854719
8,16,2.036689916
2,10,6.531126784
31,19,0.453990876
33,20,0.25705559
46,7,0.065037989
17,12,2.17401634
47,16,0.994906111
35,10,0.104367255
30,14,2.235993788
14,4,0.230899516
26,11,0.945789777
21,12,1.765102923
28,18,0.400951297
23,6,0.171306847
4,10,2.526679917
6,12,4.531002184
28,5,0.485804805
17,6,0.126358994
33,16,0.582260714
39,13,0.204465366
5,15,3.442943003
10,9,1.655517203
36,20,0.216413685
42,9,0.158981136
46,11,0.333897817
28,2,0.165888806
27,20,1.298955729
30,4,0.056774353
33,11,0.679173389
10,6,0.328272579
47,16,0.212747444
20,1,0.045172183
50,9,0.357552004
9,1,0.674495172
20,15,0.439935597
21,10,0.998734008
44,19,0.153063191
33,7,0.035968183
26,4,0.110900694
13,11,1.13458172
17,8,0.203452912
43,4,0.032883133
37,15,0.598835261
21,20,1.902362464
19,4,0.433777698
34,11,0.124346564
21,7,0.374417113
23,2,0.022069957
36,8,0.110975203
31,20,1.619798162
29,9,0.961224672
22,10,0.66358123
32,8,0.687114444
13,9,0.450084573
7,8,1.356963819
48,8,0.043631648
3,16,12.14700754
43,11,0.351678046
46,2,0.036574864
39,1,0.080098335
11,15,1.838771235
41,14,0.330164622
27,13,0.495982499
39,1,0.012643773
27,17,1.225028602
34,15,1.738954198
32,6,0.348815073
45,13,0.166684084
39,4,0.168712517
36,19,0.730134349
34,8,0.35473138
10,1,0.099993539
50,14,0.224944367
35,2,0.066390655
45,4,0.080075679
34,15,0.588323691
17,10,0.973601295
42,7,0.537700414
42,15,0.427257238
49,8,0.475869881
23,14,0.213652216
5,7,0.977172713
29,1,0.039215012
10,20,1.403973709
7,6,0.386733964
3,11,1.884749363
7,2,0.500720307
37,3,0.02818998
25,18,0.77285518
31,20,0.480759915
7,7,0.393912054
16,7,0.240567289
17,1,0.146217642
12,1,0.329398659
21,19,0.562988841
34,18,0.496120197
2,1,0.115765786
4,2,0.452741326
2,10,13.02596753
22,13,0.604513594
21,12,0.819436587
26,19,1.046135083
3,6,3.886468852
15,5,0.054154833
23,5,0.530068836
30,19,0.558165255
19,11,0.905630774
25,4,0.644763616
47,13,0.880301725
20,10,1.047362646
4,20,10.42885873
25,6,0.330875993
44,10,0.722913755
35,9,0.363228951
50,18,1.048769053
26,1,0.011410049
31,13,0.531308543
41,1,0.083948842
27,1,0.037907409
15,13,0.853354125
33,15,0.135202008
48,9,0.072555614
26,2,0.046063343
45,8,0.225489612
42,6,0.178521231
27,17,0.653971207
48,10,0.285857671
25,19,0.258962503
40,3,0.060411895
16,17,1.426702926
34,19,0.874438015
32,11,0.634127896
42,3,0.101874407
18,7,0.800846616
3,2,0.487353238
8,11,2.110646821
39,1,0.02221894
30,16,1.241022818
42,3,0.023486922
34,12,0.278736524
25,17,0.634775586
44,17,0.312816234
22,3,0.070038544
38,2,0.024052811
24,8,0.160856558
28,7,0.344757116
43,4,0.208126732
45,5,0.034900896
21,19,0.456319873
11,6,0.532591297
26,5,0.149965762
12,20,4.395179478
13,3,0.723234297
9,8,0.686084577
19,14,1.149896599
12,8,1.188279441
43,5,0.056083883
39,4,0.027115564
21,11,0.983587742
12,16,3.16585815
47,2,0.04205328
19,16,0.938866253
14,16,3.459840724
20,2,0.022883013
25,20,1.567644399
13,14,2.151874847
45,16,0.111591954
17,3,0.195463798
15,12,1.004958718
11,17,2.429416936
11,20,7.207986992
30,8,0.069053455
28,7,0.331954254
21,11,0.565753835
31,17,0.356079062
43,5,0.136161773
35,12,0.328628629
39,3,0.231558025
45,20,0.332962082
7,8,0.24454876
4,7,2.299079538
10,11,3.098270314
44,2,0.040483164
6,9,2.041472061
20,1,0.019718386
16,13,2.307500921
42,1,0.106449441
29,8,0.312454931
40,2,0.119516956
41,5,0.329783341
47,5,0.122120811
20,19,0.524869579
30,7,0.796554582
20,14,0.909064241
40,13,0.220791086
41,6,0.223282466
20,15,1.161428985
37,6,0.156144386
39,5,0.342092368
28,19,0.210150118
25,7,0.170506723
5,10,2.373994243
29,17,0.982376143
17,17,0.343519221
39,14,0.230713912
29,9,0.590073224
41,7,0.825099234
21,19,0.774288086
17,10,1.599872684
7,7,2.434823386
4,3,0.978967518
3,4,0.592493317
2,3,2.045992482
45,10,0.392526149
7,13,5.370489088
22,16,0.445265516
11,16,4.117671357
10,16,0.21270672
30,17,1.269036331
9,3,0.951984394
46,6,0.24044853
15,3,0.10424064
2,10,9.021211445
11,18,6.585568701
34,13,0.302929083
41,5,0.350262559
16,2,0.534011245
28,18,1.747571329
9,19,0.710588605
29,6,0.67145961
37,19,0.849976481
6,12,2.295534098
30,3,0.127715908
41,9,0.089410724
38,14,1.28448495
43,5,0.246985162
9,18,0.627483547
30,14,0.454165198
6,16,6.812389388
18,20,0.362272256
47,17,0.216244559
26,17,1.610364509
11,10,1.90755094
9,10,0.184270586
40,14,0.180783019
6,4,0.747334124
25,17,1.805239212
48,19,0.316476549
34,6,0.086381364
22,6,0.248145216
10,19,1.417661842
30,20,0.922352214
46,11,0.376249759
46,2,0.130388003
44,20,0.837653591
44,19,0.627382668
18,1,0.092185158
19,13,1.096766237
48,6,0.179662143
36,17,0.993397345
3,8,6.621683105
34,16,0.422446946
6,4,1.090885896
3,13,6.655882166
10,10,3.108159159
46,9,0.219585983
21,9,0.507979979
4,7,4.722135726
7,1,0.325109434
24,2,0.009430708
8,5,0.451475266
39,4,0.0849766
38,4,0.053018347
25,2,0.178789036
25,11,0.920949674
27,15,0.242821332
28,2,0.065472894
17,16,0.078033222
35,18,1.366521377
6,6,0.528359132
35,19,0.186073037
8,8,0.069003382
13,19,3.174093408
35,12,0.747799604
3,15,15.33999232
45,5,0.035589343
50,14,0.664831007
18,13,0.955534446
36,10,0.303038646
10,7,0.491926709
50,15,0.128938625
45,20,0.377513715
25,17,1.565092905
8,13,0.371243508
46,12,0.322623542
38,12,0.770397082
24,12,0.161071691
6,6,3.309418266
9,2,0.237099143
46,7,0.121328911
13,7,1.420603954
4,2,1.487362774
27,1,0.014537017
20,9,0.241386291
8,9,0.713660367
32,2,0.091846719
11,18,2.836573007
5,13,7.682753458
34,10,0.596928725
33,12,0.365769259
41,17,0.276759476
9,20,2.229954831
8,15,6.578500134
43,8,0.119397793
48,8,0.09265123
41,16,0.848386578
5,20,9.524681019
48,8,0.04375555
30,3,0.088745494
27,7,0.12000623
32,7,0.351712541
13,18,1.381115818
32,16,0.209904567
13,11,0.699276806
5,8,3.917493678
21,16,2.406279647
36,18,0.651505458
36,15,0.662019034
28,12,0.423432941
5,19,5.328387385
8,8,2.559628256
16,15,1.212210733
8,3,0.942256508
37,11,0.668024623
12,10,0.270972533
45,1,0.004089675
46,9,0.228187237
44,2,0.037718587
37,9,0.663138676
34,14,0.149531003
19,12,1.63927517
43,19,0.728852502
50,17,0.563839749
48,17,0.510383039
11,2,0.035911077
15,8,1.711670605
32,20,1.413497389
11,4,0.200237836
16,4,0.344831515
10,19,1.142117969
36,1,0.07643311
28,7,0.092668675
45,10,0.122943167
39,11,0.719856266
35,6,0.090852104
14,3,0.136371497
17,19,0.812835406
19,20,1.007891348
22,15,0.503340029
49,8,0.150684486
18,13,0.259467974
6,15,2.572115577
30,9,0.09977637
7,1,0.192614256
45,3,0.095893221
42,20,0.272101617
43,4,0.027806914
30,11,0.32018312
7,9,1.006955311
31,10,0.280543255
28,9,0.622250521
22,14,0.317156963
6,17,5.51842143
27,2,0.113164314
25,20,2.813958387
12,19,1.008503881
37,16,0.745972
36,8,0.241405027
7,20,3.428717964
44,19,1.06724015
30,10,0.628738599
39,12,0.80849422
6,19,3.402056307
7,15,3.137173605
45,5,0.136569708
21,12,0.319444329
6,7,0.713635071
13,16,3.589279054
9,3,0.210758283
30,12,0.295391168
26,8,0.059352384
30,8,0.942723335
22,18,0.748155332
50,10,0.410694439
11,17,0.879662569
18,20,2.796143731
35,13,0.373735392
45,11,0.495011261
31,14,1.348800928
26,1,0.011815009
42,20,0.678582591
23,12,0.775599753
4,5,0.396128013
5,5,2.778256721
15,18,0.720574128
6,2,1.037369274
33,12,0.338740283
48,3,0.022637335
20,6,1.210108406
38,2,0.127163152
18,8,0.303792125
12,1,0.014533216
21,16,0.195871836
35,4,0.22321002
17,20,4.419491472
16,5,0.324464303
23,10,0.388113352
11,10,2.13161114
30,4,0.619509269
14,11,1.546012414
4,8,2.124421783
27,13,0.651035363
28,12,0.715849688
14,18,5.377277442
45,3,0.054616009
30,12,1.254507092
2,15,13.84285655
16,2,0.059384416
7,18,1.034608343
8,16,1.888301642
40,8,0.543718083
19,8,0.179698256
45,4,0.021765656
12,2,0.049145813
36,2,0.040298088
21,6,0.674619707
26,17,0.361974845
22,15,1.087764045
35,11,0.072914353
32,13,0.593954792
19,20,1.451275007
50,14,0.128460674
6,15,1.147112536
15,20,0.299350206
28,9,0.716230196
42,9,0.419422431
3,3,2.761256288
45,13,0.136397789
46,15,1.018500732
2,3,4.572244455
39,15,0.71345747
31,2,0.129147916
8,6,1.827757223
2,18,13.42795931
46,10,0.371667652
16,11,1.94957251
24,6,0.073706006
13,9,0.797880402
37,18,0.536329782
22,2,0.027898096
47,19,0.343279481
13,4,0.821564544
18,17,0.992863679
40,2,0.015320452
9,11,1.20858616
44,14,0.338991297
22,6,0.107859394
28,15,0.544019865
34,10,0.305269493
31,15,0.293340646
29,15,0.59481581
31,4,0.137774845
15,7,0.401258628
23,11,2.263347523
12,7,0.825116592
17,14,0.916772396
31,18,1.038866619
3,16,11.0612297
40,10,0.104326879
16,10,0.693330777
8,10,2.064909695
40,19,1.218397604
50,12,0.161753323
15,3,0.196623639
26,7,0.214034407
36,1,0.029126775
21,17,2.489233775
3,14,9.371643443
10,11,1.751961882
29,17,0.295584584
39,16,1.248272272
16,2,0.200780559
40,14,0.210080068
36,7,0.434168012
14,4,0.06235692
38,8,0.115824326
23,15,0.124164734
6,16,3.590868121
7,11,2.306956976
50,6,0.055483141
30,10,0.23064761
50,8,0.220087089
15,7,0.256263697
33,16,0.499498538
16,5,1.325122019
22,20,1.666408833
6,3,0.895101779
18,5,0.328699846
50,15,0.847260107
17,3,0.332765194
50,11,0.562839592
12,6,0.525368301
47,17,0.24060096
39,5,0.064879499
5,11,3.044651289
8,20,2.100021769
42,2,0.015858581
6,5,1.967164311
7,2,0.064303376
41,2,0.108184629
43,12,0.092156466
16,16,0.997438826
14,6,0.130796301
16,18,2.559251759
50,10,0.051402734
11,4,0.096918669
45,18,0.225113928
2,6,3.338691267
41,5,0.2665838
3,3,3.056136507
45,8,0.582009697
8,16,2.300847975
23,9,0.451096623
36,13,0.266376575
15,6,0.834512252
38,5,0.065555909
22,7,0.441136052
20,19,0.848025254
34,10,0.929874105
37,1,0.085847716
37,20,0.643161325
20,20,1.538587824
33,17,1.48205155
6,13,1.403974612
14,19,2.031472283
48,4,0.022112374
11,9,0.435904994
45,1,0.022206521
50,5,0.237724681
32,7,0.17228191
27,9,0.09219227
47,19,1.152704204
2,14,1.290687143
36,18,0.07902683
2,4,2.657784393
16,14,1.38253759
19,8,0.567005694
50,16,1.175672302
47,3,0.022498479
47,10,0.551579811
41,13,0.219298106
3,5,0.849110754
11,5,1.015279061
44,17,0.414068768
33,18,1.108651013
17,8,0.288931955
16,5,1.228266029
19,7,0.757069185
38,3,0.048158549
27,16,1.184757617
22,3,0.270824631
37,16,0.831094392
11,10,0.665628311
10,16,6.499113374
20,15,2.08891672
16,3,0.300809872
37,3,0.179604779
17,15,1.399426256
44,8,0.356978172
25,14,1.155401703
39,11,0.524471028
41,9,0.208716371
46,8,0.078925257
25,10,0.060640343
31,3,0.180016337
26,17,0.269900337
4,5,0.622947669
41,5,0.079038447
37,2,0.254643677
19,8,0.556123795
6,15,5.352312814
50,7,0.069999982
42,4,0.018133198
12,12,2.90527937
26,16,1.364591518
4,6,0.907677171
33,16,0.31591905
45,6,0.102851922
26,11,1.099171918
43,10,0.148228075
36,4,0.129425279
20,7,0.191254846
12,2,0.598183953
13,7,0.256873207
21,16,0.676282017
9,9,0.940904706
31,16,0.951751862
43,16,1.107099553
12,16,1.349504595
34,5,0.172776087
39,10,0.190477055
18,15,2.413382641
12,11,1.803190968
16,7,0.571842987
45,7,0.060663312
43,9,0.414343368
39,20,0.309260923
37,20,0.204736211
21,5,0.238383409
23,9,1.348029562
10,18,1.284718346
7,8,1.014110816
18,1,0.045895267
30,20,0.512220632
10,4,0.412992007
38,20,0.280197848
33,10,0.286618791
38,19,0.946778403
33,19,1.557983621
21,15,1.472579501
31,20,0.330412577
41,8,0.513360586
20,20,0.973145616
41,5,0.38337424
22,16,2.20948208
22,8,0.247523424
37,10,0.280022306
33,1,0.033478321
28,20,1.761666628
38,10,0.980371995
44,1,0.038067896
5,6,1.47581107
47,1,0.008859387
6,6,0.98811396
36,17,1.117123231
13,15,3.027032664
12,16,0.735649523
4,14,1.765886425
36,19,0.444610196
32,9,0.336891152
39,10,0.287079026
31,19,1.195429694
29,20,1.429323054
5,8,5.697040237
12,8,0.507087726
12,4,0.793884093
39,16,0.98724659
6,9,2.090422127
13,3,0.324247093
48,13,0.772220976
49,6,0.187291613
3,14,8.720686833
24,5,0.87471395
15,12,1.16792242
6,3,0.181654979
26,9,1.179252833
44,4,0.057742645
5,1,0.124513133
12,11,0.355148937
45,18,1.069997092
25,10,0.373669761
48,9,0.386262939
4,18,3.891058508
23,4,0.045951958
30,6,0.33514878
46,1,0.029793145
43,8,0.433420715
39,19,1.249037669
45,18,0.270467448
27,3,0.049186913
23,10,0.60509973
50,20,0.360601633
48,12,0.491418208
38,19,1.161071029
43,13,0.101509094
23,2,0.020861628
15,2,1.256915714
25,7,0.038936147
8,2,0.475756795
47,2,0.051603283
50,15,0.558458725
45,7,0.110426372
35,12,0.722157216
33,17,0.636844045
36,9,0.042605659
21,17,2.025580637
2,5,4.696504941
9,1,0.33965657
4,3,1.684237014
29,14,0.147043894
16,9,1.030362502
2,20,63.06878129
28,8,0.181539325
11,14,0.725306132
2,13,14.54929249
37,6,0.560193443
46,16,0.225124807
38,5,0.28589361
39,4,0.297552597
28,13,0.671754421
17,11,1.096137785
31,15,0.866820486
44,10,0.11109807
8,6,1.619764421
13,11,0.153690884
41,3,0.128062084
21,5,0.338803046
32,7,0.781460204
11,12,2.650584834
27,12,0.241097755
43,11,0.067076561
43,6,0.109690097
17,9,1.099394597
38,1,0.017304876
15,14,1.313702701
46,7,0.407156611
35,4,0.116035211
33,20,0.695673923
45,9,0.24071531
50,3,0.210421453
37,9,0.284005091
19,11,0.620343132
29,17,0.491729496
22,4,0.260311584
11,13,1.920000483
17,2,0.141337777
45,6,0.463352014
32,1,0.013797409
8,15,1.050928536
26,8,0.911556744
37,4,0.141157342
25,10,0.5720844
28,9,0.117911869
25,13,0.194906291
4,8,1.597304186
5,11,10.04498679
10,9,1.514427575
49,14,0.140242148
4,16,5.180368729
42,2,0.198586903
38,9,0.06585734
37,8,0.231199458
10,11,1.193333865
26,9,0.769010753
48,20,1.833473437
48,15,0.198066606
39,13,0.113335662
14,7,0.4084903
27,16,0.488533722
42,1,0.001219643
16,2,0.027728357
11,9,1.191726079
24,5,0.690292931
43,18,0.375583193
26,10,0.260936559
21,19,0.568538777
17,15,0.619126198
11,13,1.032143813
31,6,0.233382699
8,2,0.042257511
4,13,5.05959003
45,13,0.664492784
36,16,0.65951474
27,20,1.768207728
8,1,0.095994591
43,17,0.400542259
26,10,0.432982261
27,8,0.195561181
42,10,1.009914934
36,14,0.31379484
3,10,3.075430655
43,16,0.215668687
30,9,0.941198869
14,7,0.746042628
41,19,0.240953007
9,8,2.395665731
39,15,0.345184368
11,3,0.566995195
41,11,0.661974783
49,18,0.526364279
26,18,0.510932625
38,18,0.454465716
48,12,0.69608811
28,16,1.784102511
20,8,0.929867579
6,1,0.724901229
4,15,11.13756379
47,10,0.586266159
39,16,0.134915582
47,7,0.304712087
32,15,0.79640468
12,2,0.043922303
27,16,0.903873321
23,2,0.057905885
34,14,0.275023215
41,10,0.31858997
46,14,0.551694415
32,3,0.312022416
32,9,1.089570767
8,16,2.401285767
30,10,0.123630164
25,8,0.170864279
39,2,0.051840625
15,14,2.721180103
31,16,0.71338746
39,9,0.096148748
46,20,0.995212105
37,5,0.046955165
18,14,3.836940682
22,2,0.1133288
36,12,0.080571147
15,19,1.206161541
41,9,0.110655076
26,10,0.821168607
43,1,0.035239283
21,6,0.081226521
50,10,0.215519037
21,12,0.551975819
8,3,1.084159606
5,17,5.068691493
6,9,2.48869944
46,6,0.188881954
15,8,0.682704708
28,9,0.250077014
26,9,1.061407874
32,2,0.10492708
17,4,0.213719607
